time_s,mor1,mor2,mor3,mor4,mor5,mor6,mor7,mor8,mor9,mor10,mor11,mor12,noon1,noon2,noon3,noon4,noon5,noon6,noon7,noon8,noon9,noon10,noon11,noon12,eve1,eve2,eve3,eve4,eve5,eve6,eve7,eve8,eve9,eve10,eve11,eve12,normal
455,0.0,0.0,48.48,5.16,5.11,31.09,6.32,5.47,34.84,6.23,6.03,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.25,6.34,0.0,84.69,18.26,18.87,94.74,19.12,15.67,97.07,23.12,13.3,104.19
460,0.0,0.0,12.12,1.16,1.32,8.45,1.48,1.3,8.46,1.48,1.38,10.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72,31.72,0.0,53.63,30.59,13.63,58.31,33.83,12.8,53.78,36.82,10.68,85.81
465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.48,88.82,0.0,41.87,73.22,16.78,47.05,72.21,15.95,46.53,77.52,13.21,85.81
470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66,171.3,0.0,66.23,138.35,29.28,74.84,132.69,28.61,77.24,158.06,24.24,104.19
475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.96,247.44,0.0,105.71,187.18,44.77,112.54,195.37,40.74,104.61,228.48,34.78,116.45
480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.13,285.51,0.0,113.0,222.47,52.59,121.29,200.34,47.08,117.29,239.0,41.17,98.07
485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.96,266.47,0.0,91.61,212.83,47.57,92.2,202.1,43.71,102.12,226.4,35.93,61.29
490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6,209.37,0.0,65.38,181.85,37.01,66.89,165.94,34.09,66.96,173.47,27.53,24.52
495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.24,133.24,0.0,33.48,112.31,20.09,32.65,99.93,19.53,34.26,102.78,14.54,6.13
500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,69.79,0.0,12.44,53.32,9.58,11.98,48.81,10.12,13.72,51.79,6.39,0.0
505,6.1,0.0,0.0,3.59,0.61,0.62,4.34,0.68,0.7,4.54,0.74,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.38,0.0,2.94,19.97,3.25,2.83,18.97,3.67,3.14,20.69,2.36,0.0
510,24.39,0.0,0.0,15.47,2.54,2.66,15.6,2.78,2.75,19.21,3.34,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34,0.0,0.77,5.3,0.77,0.75,5.27,0.89,0.8,5.78,0.58,0.0
515,60.97,0.0,0.0,38.08,6.76,6.97,39.44,6.6,6.96,46.67,8.2,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,97.56,0.0,0.0,61.87,10.53,11.76,77.21,9.89,9.54,76.25,13.4,11.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,115.85,0.0,0.0,80.57,12.58,12.6,97.45,11.88,12.32,93.48,15.94,13.17,0.0,12.18,0.0,1.22,10.08,1.56,1.45,9.47,1.21,1.54,11.21,1.39,6.06,0.0,0.0,4.56,0.69,0.74,4.84,0.75,0.71,4.78,0.75,0.58,0.0
530,97.56,0.0,0.0,68.52,9.67,10.3,79.86,10.5,12.23,78.37,13.14,11.65,6.09,48.72,0.0,9.99,43.12,6.85,10.66,34.04,5.31,11.38,42.07,6.28,30.3,0.0,0.0,22.35,3.42,3.88,22.9,3.84,3.41,24.67,3.83,2.72,0.0
535,60.97,0.0,0.0,37.73,5.77,6.83,45.78,6.52,7.5,48.29,7.23,7.65,24.35,121.8,0.0,28.02,107.63,18.0,30.42,89.55,14.17,32.61,106.26,15.9,96.96,0.0,0.0,73.54,11.22,13.55,72.5,10.39,13.04,76.11,13.16,9.98,0.0
540,24.39,0.0,0.0,15.3,2.41,2.88,17.41,2.7,2.56,19.05,2.89,2.94,60.88,194.87,0.0,55.51,165.0,28.6,62.84,156.68,25.46,68.13,170.23,27.45,206.03,0.0,0.0,177.05,23.34,25.36,154.59,22.13,26.82,154.25,26.83,22.23,0.0
545,6.1,6.08,0.0,5.11,4.88,1.46,5.19,4.62,1.26,5.3,6.06,1.5,97.41,231.41,0.0,77.71,195.6,39.32,102.2,168.0,34.44,107.6,196.92,36.0,333.29,0.0,0.0,297.16,41.04,38.86,225.66,38.59,40.22,260.2,42.84,32.69,0.0
550,0.0,36.49,0.0,3.77,25.26,4.49,4.37,22.28,4.5,4.17,28.61,4.46,115.67,194.87,0.0,91.03,182.01,39.04,109.56,152.52,30.86,117.98,177.73,32.83,406.0,0.0,0.0,346.74,53.84,50.44,295.32,49.74,44.16,329.99,48.79,40.79,0.0
555,0.0,109.46,0.0,10.67,74.86,12.9,13.14,68.96,13.22,13.27,85.44,14.45,97.41,121.8,0.0,73.66,123.38,28.65,91.2,103.16,21.63,90.43,119.38,21.07,387.82,0.0,0.0,310.87,47.5,49.95,324.5,47.26,42.9,329.81,48.39,40.45,0.0
560,0.0,218.92,0.0,23.32,149.21,23.54,26.82,132.06,26.26,28.06,200.99,28.41,60.88,48.72,0.0,40.81,51.36,13.84,48.16,44.6,10.79,51.26,51.78,10.22,278.75,0.0,0.0,221.36,29.33,35.68,234.91,29.43,34.8,228.29,33.68,29.68,0.0
565,0.0,310.14,0.0,31.24,216.6,30.71,37.43,173.15,35.78,37.19,280.26,35.98,24.35,12.18,0.0,17.39,14.29,4.09,20.63,11.76,3.48,20.21,12.58,3.59,151.49,0.0,0.0,114.33,17.32,20.97,118.97,15.2,18.11,128.88,16.5,15.51,0.0
570,0.0,328.38,0.0,29.21,229.23,30.29,42.28,211.23,36.53,40.29,296.01,38.28,6.09,0.0,0.0,4.17,0.88,0.76,5.15,0.64,0.56,5.07,0.74,0.6,54.54,0.0,0.0,39.48,5.68,7.53,40.48,6.92,6.82,44.39,6.99,5.17,0.0
575,0.0,255.41,0.0,23.18,171.19,24.95,32.58,168.19,26.85,32.41,217.18,29.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,0.0,0.0,9.4,1.31,1.52,8.8,1.55,1.63,8.36,1.69,1.19,0.0
580,0.0,145.95,0.0,14.23,95.15,15.98,17.8,93.18,15.89,17.87,117.2,17.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,0.0,54.73,0.0,5.39,34.63,5.95,6.72,32.8,6.32,6.36,46.73,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,0.0,12.16,0.0,1.14,6.8,1.32,1.5,8.48,1.33,1.36,10.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,248.39,46.09,0.0,179.96,54.73,23.88,193.94,57.54,37.46,199.55,70.17,39.3,178.79,248.08,361.78,223.53,259.74,383.71,201.39,270.26,302.42,241.35,240.85,268.01,0.0,480.85,22.98,51.44,423.62,75.51,66.74,356.2,73.1,54.81,416.45,68.03,191.61
610,352.36,115.22,0.0,255.07,112.6,43.09,334.85,130.12,60.85,306.8,143.08,60.96,276.84,351.93,413.87,328.45,343.14,490.96,271.81,351.76,388.33,375.11,357.94,302.54,0.0,492.87,74.68,61.72,458.53,131.48,75.59,351.02,112.65,66.03,406.84,111.25,214.84
615,421.68,184.36,0.0,305.39,168.99,57.69,419.88,181.79,72.55,393.27,210.97,77.71,369.12,421.16,431.24,399.76,400.72,496.52,327.17,411.0,419.73,430.91,434.04,350.18,0.0,432.77,160.86,66.92,372.39,202.84,75.84,326.38,174.59,72.23,362.69,180.43,209.03
620,387.02,218.92,0.0,276.19,198.28,56.1,383.0,199.76,67.5,352.21,245.93,76.69,386.42,386.54,390.72,390.4,394.83,405.29,372.07,375.18,371.86,462.2,375.43,340.04,11.48,360.64,238.42,83.5,325.39,242.54,90.17,300.69,237.71,81.22,299.8,229.44,180.0
625,265.72,190.12,0.0,191.26,160.83,43.49,234.23,171.01,50.28,233.78,198.12,57.01,317.21,265.39,292.32,318.4,269.02,333.25,296.41,275.15,269.56,388.32,277.74,249.87,51.67,294.52,264.27,117.84,303.52,260.99,116.69,260.23,251.35,105.22,257.17,226.67,162.58
630,127.08,144.03,0.0,104.28,109.28,27.86,109.79,125.49,33.1,120.51,135.45,34.1,196.1,126.92,202.6,174.86,127.78,207.34,186.87,130.61,201.58,234.03,139.28,156.29,143.52,276.49,212.56,169.16,293.3,229.21,184.24,239.35,217.3,168.76,231.61,192.55,191.61
635,40.44,126.74,0.0,42.04,83.66,16.45,41.24,103.26,21.55,45.69,104.66,20.31,92.28,51.92,144.71,88.07,60.95,152.26,88.73,58.24,135.77,109.85,68.11,102.93,264.08,252.45,126.39,252.02,285.14,172.02,264.22,235.16,163.21,222.69,225.46,140.14,255.49
640,5.78,161.31,0.0,21.37,99.54,16.72,24.37,110.72,21.27,21.15,126.57,19.76,28.84,51.92,121.56,45.18,54.45,129.08,38.24,51.75,103.48,53.06,54.2,95.05,367.41,216.38,60.32,337.11,239.21,127.36,331.5,220.38,119.48,271.15,213.54,104.16,319.36
645,0.0,201.64,0.0,22.76,140.61,19.2,26.55,138.45,27.45,22.18,162.09,24.97,5.77,115.39,98.4,32.33,96.54,107.76,25.74,93.19,88.75,33.73,88.39,82.91,384.63,162.29,57.45,343.38,202.39,122.37,314.57,182.23,108.86,320.45,171.12,101.36,336.78
650,0.0,201.64,0.0,18.63,143.66,19.45,21.33,152.84,25.17,26.92,149.07,26.94,0.0,184.62,81.04,32.47,145.59,94.76,28.41,130.27,75.79,35.32,144.9,68.84,327.23,108.19,120.64,280.61,162.79,173.48,262.56,137.23,133.48,280.76,136.35,131.75,301.94
655,0.0,149.79,0.0,12.98,98.7,14.23,15.73,110.03,16.23,19.05,103.45,19.17,0.0,219.23,81.04,35.81,162.92,90.37,31.43,164.25,74.39,40.76,167.2,69.42,246.85,60.11,206.82,229.91,117.01,247.64,212.46,97.36,191.97,236.05,104.55,197.52,214.84
660,5.78,80.66,0.0,11.93,55.81,7.16,11.67,58.42,9.14,14.16,60.81,11.46,0.0,184.62,109.98,36.38,134.08,127.51,32.51,150.09,88.92,40.14,138.73,87.83,235.37,24.04,281.5,213.31,101.95,284.31,223.44,80.88,219.11,232.82,80.84,231.73,121.94
665,28.88,28.81,0.0,22.98,23.88,4.83,26.13,23.66,6.67,28.23,26.09,7.15,0.0,121.16,156.29,34.78,107.98,178.19,30.82,103.81,122.49,41.51,106.92,119.16,292.78,6.01,298.74,264.08,83.6,308.12,262.66,78.5,250.82,270.25,72.66,223.49,46.45
670,80.87,5.76,0.0,55.09,11.15,7.71,69.76,12.55,10.47,69.82,15.05,9.61,5.77,75.0,208.38,42.29,80.84,231.42,35.04,76.57,163.4,43.5,90.2,159.06,373.15,0.0,292.99,342.85,82.72,316.67,339.75,74.82,291.78,302.33,76.52,246.59,11.61
675,155.96,0.0,0.0,109.01,13.61,15.05,128.81,17.21,17.03,130.23,18.59,17.8,28.84,92.31,243.11,66.93,99.01,256.67,56.33,100.08,200.41,70.11,116.22,179.7,384.63,0.0,275.76,331.14,85.66,260.81,375.09,74.63,287.13,312.93,77.81,234.45,0.0
680,225.28,0.0,0.0,150.85,21.46,22.02,181.2,25.79,21.96,181.07,25.31,27.25,80.75,150.0,243.11,116.61,156.21,267.94,95.96,152.26,223.34,130.23,161.18,172.72,315.74,0.0,292.99,281.59,84.08,280.64,334.66,75.28,267.54,296.21,66.15,233.54,0.0
685,259.94,0.0,0.0,158.39,27.97,24.13,205.91,30.28,27.02,197.22,32.84,30.28,155.72,201.93,191.02,163.56,196.15,243.88,157.96,187.15,190.38,200.57,189.55,149.16,195.19,6.01,298.74,183.58,72.67,322.25,184.46,63.45,229.64,187.79,59.89,237.07,0.0
690,242.61,0.0,5.74,146.56,25.63,26.4,177.48,28.55,31.02,182.02,30.45,35.36,224.93,201.93,121.56,198.41,206.3,200.52,181.58,179.56,143.81,262.77,191.55,123.7,91.85,24.04,281.5,107.6,70.78,283.65,100.09,61.71,226.22,109.5,63.09,216.3,5.81
695,190.62,0.0,28.7,120.43,24.88,37.6,135.74,23.92,40.65,146.1,28.44,47.42,259.54,150.0,75.25,221.47,152.28,140.29,179.76,163.67,113.62,285.55,168.01,88.91,28.7,60.11,206.82,55.05,79.86,195.5,57.12,72.43,173.01,54.11,72.9,156.86,29.03
700,121.31,0.0,80.37,82.63,22.93,65.33,99.79,22.95,70.11,102.3,27.29,82.94,242.24,80.77,92.62,204.53,99.57,136.84,196.82,106.09,110.19,254.23,95.03,97.14,5.74,96.17,120.64,29.86,99.24,126.05,33.37,84.5,93.03,28.7,90.85,107.55,81.29
705,63.54,0.0,149.26,54.1,21.94,107.23,68.96,24.11,115.97,72.68,26.34,133.74,190.33,28.85,150.5,174.24,64.27,183.79,168.44,60.33,137.08,209.46,53.96,130.28,0.0,114.2,45.96,18.9,110.79,61.69,21.6,95.73,41.99,17.16,96.7,50.79,156.78
710,23.11,0.0,200.93,31.16,22.65,134.72,42.14,25.24,154.35,41.81,25.59,170.8,121.12,5.77,202.6,121.07,42.78,222.0,110.03,41.19,176.68,149.1,42.42,151.28,0.0,96.17,11.49,12.82,89.75,26.23,14.52,76.33,16.44,11.36,70.69,18.63,232.26
715,5.78,0.0,200.93,21.79,22.38,123.89,28.72,23.28,150.91,27.61,24.96,165.42,63.44,0.0,202.6,75.04,29.11,203.61,65.88,28.62,152.26,83.4,32.4,146.51,5.74,60.11,0.0,12.48,57.77,9.74,13.39,47.23,7.02,11.11,42.95,6.87,284.52
720,0.0,0.0,160.74,16.52,17.5,96.52,19.72,18.85,128.89,19.49,20.06,120.56,23.07,0.0,150.5,35.45,19.55,143.96,35.45,18.01,114.67,38.78,21.17,96.63,28.7,24.04,0.0,24.74,25.46,7.54,25.81,22.67,6.33,23.29,22.78,5.79,301.94
725,0.0,0.0,126.3,13.64,12.8,75.13,14.94,14.31,91.45,14.77,13.92,94.9,5.77,0.0,81.04,15.25,10.26,83.02,13.75,9.7,65.64,14.39,9.98,50.57,80.37,6.01,0.0,64.57,14.94,12.58,68.21,14.54,10.65,57.78,14.35,10.02,284.52
730,0.0,0.0,143.52,15.7,15.74,84.05,16.76,14.82,109.86,16.86,16.88,109.92,0.0,0.0,28.94,4.0,3.33,27.1,3.19,3.16,23.32,3.76,3.05,18.84,155.0,0.0,0.0,126.36,18.71,22.91,132.93,17.67,18.44,123.16,19.68,18.25,238.07
735,0.0,0.0,189.45,19.69,21.94,116.96,23.2,20.16,148.77,22.02,24.05,137.99,0.0,0.0,5.79,0.79,0.68,5.07,0.61,0.67,4.08,0.86,0.67,4.51,223.89,0.0,0.0,173.02,27.64,33.54,184.8,23.78,25.48,171.42,29.38,25.4,180.0
740,0.0,0.0,218.15,21.26,22.44,127.95,26.91,23.58,162.14,24.81,24.73,162.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.34,0.0,0.0,203.87,33.21,35.14,205.07,30.2,30.79,170.69,30.64,28.5,139.36
745,0.0,0.0,183.71,18.8,18.06,108.18,22.05,18.9,142.4,20.69,22.38,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.11,0.0,0.0,195.11,34.9,31.77,199.1,29.19,29.6,171.33,26.16,27.95,121.94
750,0.0,0.0,114.82,12.83,10.07,79.21,12.92,12.86,94.04,12.75,15.5,92.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.45,0.0,0.0,148.45,27.07,25.01,160.97,22.09,23.34,145.08,22.7,22.98,116.13
755,0.0,0.0,45.93,4.75,3.95,32.86,4.88,5.25,35.52,5.36,5.98,39.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.56,6.01,0.0,96.05,22.12,16.99,104.48,18.08,14.63,91.24,19.95,13.89,98.71
760,0.0,0.0,11.48,1.06,1.16,7.92,1.14,1.3,8.86,1.28,1.31,9.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.89,30.05,0.0,59.04,38.41,12.5,64.69,30.26,10.9,57.95,31.79,11.04,81.29
765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.93,84.15,0.0,43.35,78.69,16.64,50.29,75.48,15.0,46.68,60.3,15.83,81.29
770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.15,162.29,0.0,64.73,149.68,30.55,70.65,142.3,28.93,72.97,114.21,26.87,98.71
775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.85,234.41,0.0,107.81,228.62,44.65,105.96,205.91,39.27,99.86,165.71,35.87,110.32
780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.08,270.48,0.0,117.42,267.57,52.35,136.6,240.37,44.26,99.0,217.65,43.69,92.9
785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.85,252.45,0.0,86.38,221.33,50.34,109.64,212.81,42.82,91.35,207.52,40.06,58.07
790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.41,198.35,0.0,61.94,184.67,36.4,67.41,160.04,30.81,67.33,164.84,26.89,23.23
795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.96,126.22,0.0,29.35,120.98,19.92,35.06,100.21,17.29,30.38,99.96,16.42,5.81
800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,66.12,0.0,11.09,49.27,10.26,13.02,53.85,8.61,12.32,46.07,8.01,0.0
805,5.78,0.0,0.0,4.23,0.55,0.52,4.04,0.7,0.74,4.29,0.56,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.04,0.0,2.8,16.68,3.25,2.99,19.13,2.79,3.05,15.73,2.4,0.0
810,23.11,0.0,0.0,16.58,2.29,2.1,16.99,2.64,2.81,19.29,2.34,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01,0.0,0.69,4.45,0.8,0.78,4.76,0.73,0.72,4.59,0.58,0.0
815,57.76,0.0,0.0,39.65,6.28,5.92,48.52,6.36,7.04,50.49,5.87,8.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,92.42,0.0,0.0,63.11,10.01,8.91,75.56,10.74,10.36,78.53,10.33,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,109.75,0.0,0.0,70.27,11.26,10.63,85.83,12.98,13.19,82.21,13.41,13.3,0.0,11.54,0.0,1.5,8.51,1.63,1.3,8.41,1.15,1.52,8.36,1.22,5.74,0.0,0.0,4.8,0.75,0.74,4.56,0.76,0.66,4.85,0.73,0.72,0.0
830,92.42,0.0,0.0,64.93,9.85,9.02,68.66,10.36,12.2,62.96,11.6,11.82,5.77,46.15,0.0,10.51,34.28,7.27,8.66,35.84,5.29,10.99,37.44,5.88,28.7,0.0,0.0,23.17,3.78,3.64,22.6,3.77,3.3,21.28,3.38,3.84,0.0
835,57.76,0.0,0.0,37.7,5.8,5.49,39.84,6.25,7.25,45.56,7.48,6.69,23.07,115.39,0.0,34.84,96.57,19.15,28.51,92.13,14.08,34.53,97.89,14.5,91.85,0.0,0.0,78.22,13.4,12.2,79.4,11.52,10.5,71.19,10.67,10.71,0.0
840,23.11,0.0,0.0,14.07,2.33,2.59,17.07,2.65,2.69,19.38,2.88,2.79,57.68,184.62,0.0,70.9,143.72,34.42,62.92,147.4,27.41,69.51,151.76,23.52,195.19,0.0,0.0,162.93,27.53,26.51,173.8,24.37,20.83,164.96,24.14,20.41,0.0
845,5.78,5.76,0.0,3.93,5.09,1.25,5.69,4.76,1.31,5.66,4.97,1.49,92.28,219.23,0.0,101.19,173.75,44.0,96.84,187.82,36.95,106.67,173.76,32.34,315.74,0.0,0.0,268.44,43.41,41.5,286.73,41.14,35.72,258.9,40.52,36.48,0.0
850,0.0,34.57,0.0,3.35,26.12,3.36,4.7,24.82,4.05,4.38,26.29,4.35,109.58,184.62,0.0,115.89,161.11,41.21,104.39,142.32,35.63,126.06,148.92,29.13,384.63,0.0,0.0,333.2,51.7,56.62,338.59,48.3,47.71,313.53,47.17,43.17,0.0
855,0.0,103.7,0.0,10.69,67.57,9.62,13.19,74.93,12.41,13.21,77.51,12.62,92.28,115.39,0.0,92.15,101.71,30.02,79.79,99.14,23.74,98.34,101.09,18.55,367.41,0.0,0.0,284.54,45.85,52.98,295.31,39.06,47.08,310.76,41.1,40.5,0.0
860,0.0,207.4,0.0,19.8,128.51,19.85,23.91,142.43,23.41,24.16,151.88,26.96,57.68,46.15,0.0,54.33,41.04,15.49,49.57,40.07,12.14,58.81,43.08,10.12,264.08,0.0,0.0,187.89,32.53,38.6,191.18,27.41,32.28,230.66,29.72,29.68,0.0
865,0.0,293.82,0.0,26.2,197.95,31.27,32.4,211.16,31.56,31.51,220.15,35.13,23.07,11.54,0.0,19.52,10.6,4.86,18.87,10.86,4.03,20.93,11.48,3.44,143.52,0.0,0.0,102.62,17.87,20.82,111.39,18.58,18.64,111.89,16.22,15.59,0.0
870,0.0,311.1,0.0,30.81,209.12,31.99,33.07,233.53,36.46,36.34,227.42,32.7,5.77,0.0,0.0,4.32,0.64,0.81,4.44,0.67,0.58,4.62,0.68,0.62,51.67,0.0,0.0,39.15,6.61,7.82,43.64,6.26,6.58,36.64,5.64,5.05,0.0
875,0.0,241.97,0.0,24.03,162.5,24.54,28.08,190.18,28.41,29.54,163.85,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.48,0.0,0.0,8.68,1.4,1.77,10.18,1.25,1.44,8.26,1.31,1.21,0.0
880,0.0,138.27,0.0,14.95,91.6,14.53,17.43,105.5,16.64,16.81,94.91,15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,0.0,51.85,0.0,5.79,33.12,5.12,6.49,36.15,6.03,6.41,38.64,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,0.0,11.52,0.0,1.19,7.69,1.1,1.3,8.34,1.38,1.52,9.18,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,234.59,43.53,0.0,132.12,53.67,28.49,178.65,56.75,30.34,185.7,57.86,41.88,168.86,234.3,341.68,213.17,256.75,363.94,171.94,228.33,345.64,242.4,266.91,269.28,0.0,454.14,21.7,53.11,350.55,86.93,55.63,323.49,67.14,59.33,272.51,70.5,180.97
910,332.79,108.82,0.0,230.95,108.13,49.74,223.1,130.34,52.09,246.06,114.85,63.59,261.46,332.38,390.88,277.85,373.97,429.25,264.49,307.91,379.81,358.19,362.42,318.18,0.0,465.49,70.54,65.49,379.33,136.18,64.99,364.04,106.28,64.83,339.7,102.84,202.91
